,Class,Role Stereotype,DsTotal,Imperative Abstraction,Multifaceted Abstraction,Unnecessary Abstraction,Unutilized Abstraction,Feature Envy,Deficient Encapsulation,Unexploited Encapsulation,Broken Modularization,Cyclically-dependent Modularization,Hub-like Modularization,Insufficient Modularization,Broken Hierarchy,Cyclic Hierarchy,Deep Hierarchy,Missing Hierarchy,Multipath Hierarchy,Rebellious Hierarchy,Wide Hierarchy,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,project
176,com.eteks.sweethome3d.swing.ModelMaterialsComponent,Interfacer,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ModelMaterialsComponent,class,6,9,3,6,2,10,0,8,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,576,0,0,0,0,0,2,0,0,0,0,1,1,1,0,34,1,0,SweetHome3d-5.6
177,com.eteks.sweethome3d.swing.ModelMaterialsComponent$ModelMaterialsPanel,Interfacer,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ModelMaterialsComponent$ModelMaterialsPanel,innerclass,15,15,0,15,10,12,0,68,0,0.46666664,1.0,1.0,6,0,2,4,0,0,2,0,0,0,15,0,0,15,0,0,1,0,22,561,0,0,1,0,1,17,166,33,0,33,1,13,3,0,105,10,0,SweetHome3d-5.6
178,com.eteks.sweethome3d.swing.ModelMaterialsComponent$ModelMaterialsPanel$MaterialListCellRenderer,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ModelMaterialsComponent$ModelMaterialsPanel$MaterialListCellRenderer,innerclass,4,4,0,4,9,6,0,9,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,79,1,0,7,0,2,0,2,10,0,8,2,3,0,0,38,2,0,SweetHome3d-5.6
179,com.eteks.sweethome3d.swing.ModelPreviewComponent,Interfacer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ModelPreviewComponent,class,40,62,22,40,102,5,2,129,563,0.90335304,0.12,0.24666667,39,0,11,14,12,2,25,0,0,0,13,1,0,13,0,0,1,0,31,576,16,6,32,5,4,10,113,76,12,65,5,10,1,0,276,1,0,SweetHome3d-5.6
180,com.eteks.sweethome3d.swing.ModelPreviewComponent$JCanvas3DWithNotifiedPaint,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ModelPreviewComponent$JCanvas3DWithNotifiedPaint,innerclass,3,3,0,3,2,2,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26,10,0,SweetHome3d-5.6
181,com.eteks.sweethome3d.swing.MultipleLevelsPlanPanel,Interfacer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.MultipleLevelsPlanPanel,class,23,30,7,23,67,9,0,98,0,0.81845236,0.8573171,0.8573171,48,0,40,7,1,0,41,0,0,0,7,3,0,7,0,0,3,0,12,413,18,2,5,1,0,10,23,28,3,28,2,10,2,0,343,1,0,SweetHome3d-5.6
182,com.eteks.sweethome3d.swing.MultipleLevelsPlanPanel$LanguageChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.MultipleLevelsPlanPanel$LanguageChangeListener,innerclass,2,2,0,2,3,1,0,6,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,17,0,0,1,0,0,1,1,4,1,4,1,0,0,0,33,10,0,SweetHome3d-5.6
183,com.eteks.sweethome3d.swing.MultipleLevelsPlanPanel$LevelLabel,Information Holder,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.MultipleLevelsPlanPanel$LevelLabel,innerclass,1,1,0,1,2,5,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,10,0,SweetHome3d-5.6
184,com.eteks.sweethome3d.swing.NullableCheckBox,Interfacer,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.NullableCheckBox,class,1,27,26,1,25,4,0,26,23,0.8,0.42857143,0.51648355,15,0,14,1,0,0,14,0,0,0,6,2,2,4,0,0,2,0,0,119,5,1,6,0,0,4,1,13,0,12,2,2,0,0,96,1,0,SweetHome3d-5.6
185,com.eteks.sweethome3d.swing.NullableSpinner$NullableSpinnerDateModel,Information Holder,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.NullableSpinner$NullableSpinnerDateModel,innerclass,1,1,0,1,17,3,0,9,1,0.5,0.46666667,0.46666667,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,51,7,0,3,0,0,0,0,4,0,2,2,0,0,0,38,9,0,SweetHome3d-5.6
186,com.eteks.sweethome3d.swing.NullableSpinner$NullableSpinnerLengthModel,Information Holder,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.NullableSpinner$NullableSpinnerLengthModel,innerclass,3,3,0,3,9,4,0,8,9,0.5,0.2,0.2,6,0,5,0,0,1,6,0,0,0,1,0,0,1,0,0,1,0,3,27,3,0,3,0,1,0,2,1,0,1,1,0,0,0,41,9,0,SweetHome3d-5.6
187,com.eteks.sweethome3d.swing.ObserverCameraPanel,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ObserverCameraPanel,class,12,14,2,12,11,5,0,37,0,0.4266667,1.0,1.0,5,0,2,3,0,0,2,0,0,0,15,0,0,15,0,0,1,0,24,205,0,0,2,0,1,20,153,35,0,34,1,15,0,0,99,1,0,SweetHome3d-5.6
188,com.eteks.sweethome3d.swing.PageSetupPanel,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PageSetupPanel,class,15,25,10,15,29,5,0,76,2,0.60784316,1.0,1.0,9,0,3,6,0,0,3,0,0,0,17,1,0,17,0,0,2,0,29,278,0,2,10,1,3,24,178,47,6,43,2,9,0,0,150,1,0,SweetHome3d-5.6
189,com.eteks.sweethome3d.swing.PhotoPanel,Interfacer,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotoPanel,class,23,39,16,23,64,5,0,152,0,0.78823537,1.0,1.0,17,0,3,14,0,0,3,0,0,0,30,6,0,30,0,0,9,0,49,578,1,0,25,2,6,45,189,100,16,86,3,20,2,0,257,1,0,SweetHome3d-5.6
190,com.eteks.sweethome3d.swing.PhotoPanel$ActionType,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotoPanel$ActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,SweetHome3d-5.6
191,com.eteks.sweethome3d.swing.PhotoPanel$LanguageChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotoPanel$LanguageChangeListener,innerclass,2,2,0,2,3,1,0,8,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,18,0,0,1,0,0,0,0,3,0,3,1,0,0,0,28,9,0,SweetHome3d-5.6
192,com.eteks.sweethome3d.swing.PhotoSizeAndQualityPanel,Interfacer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotoSizeAndQualityPanel,class,9,18,9,9,14,5,0,51,0,0.4875,0.33333334,0.33333334,8,0,3,5,0,0,3,0,0,0,10,0,0,10,0,0,0,0,15,265,1,0,1,0,3,10,107,24,7,24,1,14,1,0,164,1,0,SweetHome3d-5.6
193,com.eteks.sweethome3d.swing.PhotoSizeAndQualityPanel$LanguageChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotoSizeAndQualityPanel$LanguageChangeListener,innerclass,2,2,0,2,3,1,0,8,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,18,0,0,1,0,0,0,0,3,0,3,1,0,0,0,31,9,0,SweetHome3d-5.6
194,com.eteks.sweethome3d.swing.PhotosPanel,Interfacer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotosPanel,class,22,37,15,22,63,6,0,146,22,0.81674206,0.5,0.5,17,0,4,13,0,0,4,0,0,0,26,6,0,26,0,0,9,0,28,568,3,2,22,3,4,30,110,94,16,78,5,19,3,0,246,1,0,SweetHome3d-5.6
195,com.eteks.sweethome3d.swing.PhotosPanel$ActionType,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotosPanel$ActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,SweetHome3d-5.6
196,com.eteks.sweethome3d.swing.PhotosPanel$LanguageChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotosPanel$LanguageChangeListener,innerclass,2,2,0,2,3,1,0,8,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,18,0,0,1,0,0,0,0,3,0,3,1,0,0,0,28,9,0,SweetHome3d-5.6
197,com.eteks.sweethome3d.swing.PhotosPanel$CamerasListModel,Structurer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PhotosPanel$CamerasListModel,innerclass,2,2,0,2,3,2,0,4,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,19,2,0,0,0,0,0,0,1,0,1,0,1,0,0,15,18,0,SweetHome3d-5.6
198,com.eteks.sweethome3d.swing.PlanComponent,Controller,6,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,com.eteks.sweethome3d.swing.PlanComponent,class,56,91,35,56,856,14,0,629,9806,0.9816835,0.031200424,0.12057113,152,2,49,91,12,0,62,0,0,0,88,36,0,88,0,0,46,0,339,4602,112,85,271,9,99,150,1114,793,603,629,8,36,14,0,875,1,0,SweetHome3d-5.6
199,com.eteks.sweethome3d.swing.PlanComponent$PaintMode,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PlanComponent$PaintMode,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,SweetHome3d-5.6
200,com.eteks.sweethome3d.swing.PlanComponent$ActionType,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PlanComponent$ActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,SweetHome3d-5.6
201,com.eteks.sweethome3d.swing.PlanComponent$IndicatorType,Information Holder,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PlanComponent$IndicatorType,innerclass,1,1,0,1,3,1,0,0,0,0.9,1.0,1.0,3,0,2,0,1,0,3,0,1,0,10,9,9,1,0,0,10,0,0,21,2,0,0,0,0,9,0,10,0,10,0,0,0,0,31,9,0,SweetHome3d-5.6
202,com.eteks.sweethome3d.swing.PlanComponent$UserPreferencesChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PlanComponent$UserPreferencesChangeListener,innerclass,4,4,0,4,14,1,0,12,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,49,0,1,4,0,0,0,0,9,0,4,3,0,0,0,35,10,0,SweetHome3d-5.6
203,com.eteks.sweethome3d.swing.PlanComponent$PlanRulerComponent,Interfacer,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PlanComponent$PlanRulerComponent,innerclass,5,5,0,5,30,4,0,58,15,0.71428573,0.33333334,0.33333334,7,0,2,4,1,0,3,0,0,0,2,0,0,2,0,0,0,0,6,215,4,4,9,0,12,2,42,50,83,38,4,2,0,0,126,1,0,SweetHome3d-5.6
204,com.eteks.sweethome3d.swing.PlanComponent$PieceOfFurnitureModelIcon,Information Holder,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PlanComponent$PieceOfFurnitureModelIcon,innerclass,33,33,0,33,24,2,0,77,13,0.8333334,,,6,1,1,5,0,0,1,0,0,0,2,2,0,2,0,0,0,0,8,177,6,3,12,0,7,0,71,36,8,33,4,1,0,0,138,10,0,SweetHome3d-5.6
205,com.eteks.sweethome3d.swing.PlanTransferHandler,Service Provider,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PlanTransferHandler,class,14,17,3,14,33,3,0,37,14,0.75,0.5277778,0.7777778,12,0,3,3,6,0,9,0,0,0,7,0,0,7,0,0,3,0,6,169,10,0,4,2,2,4,2,26,0,21,3,4,0,0,142,1,0,SweetHome3d-5.6
206,com.eteks.sweethome3d.swing.PolylinePanel,Interfacer,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PolylinePanel,class,15,17,2,15,15,5,0,55,0,0.40000007,1.0,1.0,5,0,2,3,0,0,2,0,0,0,12,0,0,12,0,0,1,0,21,350,0,0,6,0,1,12,111,29,0,26,1,13,1,0,118,1,0,SweetHome3d-5.6
207,com.eteks.sweethome3d.swing.PrintPreviewPanel,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PrintPreviewPanel,class,12,16,4,12,15,10,0,46,6,0.625,1.0,1.0,8,0,2,6,0,0,2,0,0,0,4,0,0,4,0,0,1,0,15,132,0,1,1,0,1,17,7,18,2,18,1,4,2,0,129,1,0,SweetHome3d-5.6
208,com.eteks.sweethome3d.swing.PrintPreviewPanel$ActionType,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.PrintPreviewPanel$ActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,SweetHome3d-5.6
209,com.eteks.sweethome3d.swing.ProportionalLayout$Constraints,Information Holder,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ProportionalLayout$Constraints,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,SweetHome3d-5.6
210,com.eteks.sweethome3d.swing.ResourceAction,Service Provider,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ResourceAction,class,6,24,18,6,13,7,1,15,10,0.9,0.0,0.0,5,0,3,2,0,0,3,0,0,0,2,2,2,0,0,0,2,0,6,180,3,0,5,1,0,5,1,9,9,8,2,0,6,0,101,1,0,SweetHome3d-5.6
211,com.eteks.sweethome3d.swing.ResourceAction$LanguageChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ResourceAction$LanguageChangeListener,innerclass,2,2,0,2,3,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,19,0,0,1,0,1,0,0,4,0,4,1,0,0,0,29,10,0,SweetHome3d-5.6
212,com.eteks.sweethome3d.swing.ResourceAction$PopupMenuItemAction,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ResourceAction$PopupMenuItemAction,innerclass,3,3,0,3,7,3,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,28,4,0,1,0,0,0,0,1,0,1,2,1,0,0,35,9,0,SweetHome3d-5.6
213,com.eteks.sweethome3d.swing.ResourceAction$ButtonAction,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ResourceAction$ButtonAction,innerclass,2,2,0,2,4,2,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,21,9,0,SweetHome3d-5.6
214,com.eteks.sweethome3d.swing.RoomPanel,Interfacer,9,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.RoomPanel,class,12,27,15,12,78,5,0,65,0,0.7390111,1.0,1.0,13,0,2,11,0,0,2,0,0,0,28,0,0,28,0,0,1,0,49,609,1,3,45,0,0,45,167,61,4,58,4,36,0,0,126,1,0,SweetHome3d-5.6
215,com.eteks.sweethome3d.swing.SwingTools,Service Provider,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.SwingTools,class,13,93,80,13,114,2,0,134,494,0.9583333,0.0,0.0,32,31,24,7,0,1,25,0,0,0,3,3,0,3,0,0,0,0,125,772,28,9,20,7,4,63,61,94,31,68,4,10,3,0,338,1,0,SweetHome3d-5.6
216,com.eteks.sweethome3d.swing.SwingTools$MenuItemsVisibilityListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.SwingTools$MenuItemsVisibilityListener,innerclass,1,1,0,1,29,1,0,12,15,0.0,0.0,0.0,6,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,1,6,1,0,2,0,9,25,1,17,3,0,0,0,53,10,0,SweetHome3d-5.6
217,com.eteks.sweethome3d.swing.SwingViewFactory,Service Provider,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.SwingViewFactory,class,75,78,3,75,34,1,0,3,406,0.0,0.0,0.0,29,0,29,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,104,31,0,1,1,0,1,0,0,0,0,2,0,0,0,126,1,0,SweetHome3d-5.6
218,com.eteks.sweethome3d.swing.TextureChoiceComponent,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.TextureChoiceComponent,class,4,7,3,4,3,10,0,8,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,639,1,0,1,0,0,5,0,8,0,8,0,3,1,0,282,1,0,SweetHome3d-5.6
219,com.eteks.sweethome3d.swing.TextureChoiceComponent$TexturePanel,Interfacer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.TextureChoiceComponent$TexturePanel,innerclass,21,21,0,21,34,11,0,120,0,0.68333346,0.33333334,0.33333334,9,0,3,6,0,0,3,0,0,0,20,3,0,20,0,0,1,0,40,582,3,1,10,3,4,23,226,50,5,48,4,15,4,0,207,10,0,SweetHome3d-5.6
220,com.eteks.sweethome3d.swing.TextureChoiceComponent$TexturePanel$TextureListCellRenderer,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.TextureChoiceComponent$TexturePanel$TextureListCellRenderer,innerclass,3,3,0,3,3,6,0,10,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,17,1,0,1,0,0,1,0,6,1,4,1,0,0,0,29,10,0,SweetHome3d-5.6
221,com.eteks.sweethome3d.swing.TextureChoiceComponent$TexturePanel$TexturesCatalogListener,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.TextureChoiceComponent$TexturePanel$TexturesCatalogListener,innerclass,5,5,0,5,6,1,0,8,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,33,0,0,1,0,1,1,0,2,0,2,3,1,0,0,37,10,0,SweetHome3d-5.6
222,com.eteks.sweethome3d.swing.ThreadedTaskPanel,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.ThreadedTaskPanel,class,5,10,5,5,13,5,0,16,7,0.7380952,0.2,0.2,7,0,5,2,0,0,5,0,0,0,6,0,0,6,0,0,2,0,4,88,0,0,2,0,0,2,3,9,0,9,1,4,0,0,96,1,0,SweetHome3d-5.6
223,com.eteks.sweethome3d.swing.UserPreferencesPanel,Interfacer,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.UserPreferencesPanel,class,19,23,4,19,101,12,0,76,0,0.580357,1.0,1.0,7,0,2,5,0,0,2,0,0,0,48,0,0,48,0,0,1,0,61,834,1,0,49,1,2,67,506,86,2,83,3,49,3,0,166,1,0,SweetHome3d-5.6
224,com.eteks.sweethome3d.swing.UserPreferencesPanel$SupportedLanguagesChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.UserPreferencesPanel$SupportedLanguagesChangeListener,innerclass,3,3,0,3,5,1,0,10,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,25,1,1,1,0,1,0,0,5,0,5,3,0,0,0,35,10,0,SweetHome3d-5.6
225,com.eteks.sweethome3d.swing.UserPreferencesPanel$AutoCommitLengthSpinner,Interfacer,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.swing.UserPreferencesPanel$AutoCommitLengthSpinner,innerclass,3,3,0,3,1,6,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,10,0,SweetHome3d-5.6
226,com.eteks.sweethome3d.swing.VideoPanel,Interfacer,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.VideoPanel,class,29,58,29,29,110,8,0,213,78,0.8758621,1.0,1.0,29,0,3,26,0,0,3,0,0,0,40,7,0,40,0,0,10,0,75,1258,4,9,37,1,16,56,295,188,77,162,3,36,7,0,467,1,0,SweetHome3d-5.6
227,com.eteks.sweethome3d.swing.VideoPanel$ActionType,Information Holder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.VideoPanel$ActionType,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,SweetHome3d-5.6
228,com.eteks.sweethome3d.swing.VideoPanel$LanguageChangeListener,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.VideoPanel$LanguageChangeListener,innerclass,2,2,0,2,3,1,0,8,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,18,0,0,1,0,0,0,0,3,0,3,1,0,0,0,28,9,0,SweetHome3d-5.6
229,com.eteks.sweethome3d.swing.VisualTransferHandler$DragListenerWithVisualRepresentation,Service Provider,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.VisualTransferHandler$DragListenerWithVisualRepresentation,innerclass,1,1,0,1,12,1,0,21,13,0.77777773,0.06666667,0.06666667,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,2,0,3,50,0,0,2,1,1,2,13,10,0,10,3,0,0,0,68,2,0,SweetHome3d-5.6
230,com.eteks.sweethome3d.swing.WallPanel,Interfacer,12,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.WallPanel,class,22,32,10,22,55,5,0,110,0,0.74871784,1.0,1.0,13,0,2,11,0,0,2,0,0,0,45,0,0,45,0,0,1,0,68,800,1,2,30,0,1,62,518,116,14,111,3,50,0,0,176,1,0,SweetHome3d-5.6
231,com.eteks.sweethome3d.swing.WizardPane,Interfacer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,com.eteks.sweethome3d.swing.WizardPane,class,7,12,5,7,22,5,0,46,0,0.47222224,1.0,1.0,6,0,2,4,0,0,2,0,0,0,6,0,0,6,0,0,2,0,13,183,0,0,8,1,2,11,12,22,0,19,3,11,0,0,97,1,0,SweetHome3d-5.6
232,com.eteks.sweethome3d.tools.ResourceURLContent,Service Provider,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.tools.ResourceURLContent,class,2,19,17,2,14,2,0,15,7,0.72222227,0.3,0.3,6,1,5,1,0,0,5,0,0,0,3,2,0,3,0,0,2,0,2,45,3,0,4,1,0,8,2,7,3,6,4,0,0,0,65,1,0,SweetHome3d-5.6
233,com.eteks.sweethome3d.tools.TemporaryURLContent,Service Provider,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,com.eteks.sweethome3d.tools.TemporaryURLContent,class,5,18,13,5,8,2,0,14,1,1.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,38,1,1,3,1,1,2,5,13,0,10,2,0,0,0,42,1,0,SweetHome3d-5.6
